,long,lat,year,TimePeriod,RCP,scenario,treecanopy_percent,Ann_Herb_percent,Bare_percent,Herb_percent,Litter_percent,Shrub_percent,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,T_Winter,T_Summer,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
12310,-110.003,37.617,2024,NT,8.5,sc59,21.739,0.0,23.478,10.435,18.261,21.739,0.0,2.807,36.197,69.0,0.508,15.44,9.44,1.64,24.124,37.6,-9.99,0.142,0.148,0.072,0.099
12311,-110.003,37.617,2024,NT,4.5,sc22,21.739,0.0,23.478,10.435,18.261,21.739,0.0,3.99,35.127,65.0,0.653,7.3,8.83,2.896,23.325,35.65,-11.67,0.161,0.161,0.074,0.112
12312,-110.003,37.617,2024,NT,4.5,sc23,21.739,0.0,23.478,10.435,18.261,21.739,0.0,3.424,38.595,67.0,0.205,4.69,6.85,2.279,24.611,39.84,-16.37,0.122,0.14,0.069,0.109
12313,-110.003,37.617,2024,NT,4.5,sc24,21.739,0.0,23.478,10.435,18.261,21.739,0.0,4.527,35.678,61.0,0.097,4.85,8.67,4.048,24.135,36.43,-12.67,0.108,0.112,0.068,0.1
12314,-110.003,37.617,2024,NT,4.5,sc25,21.739,0.0,23.478,10.435,18.261,21.739,0.0,2.928,38.161,80.0,0.092,13.26,4.5,0.3,26.128,39.13,-16.52,0.15,0.154,0.067,0.068
12315,-110.003,37.617,2024,NT,4.5,sc26,21.739,0.0,23.478,10.435,18.261,21.739,0.0,2.511,36.587,79.0,0.012,1.63,3.18,2.678,25.611,37.97,-7.18,0.085,0.077,0.065,0.073
12316,-110.003,37.617,2024,NT,4.5,sc27,21.739,0.0,23.478,10.435,18.261,21.739,0.0,2.157,36.662,63.0,0.35,12.72,2.37,1.294,24.544,37.35,-14.11,0.172,0.159,0.07,0.089
12317,-110.003,37.617,2024,NT,4.5,sc28,21.739,0.0,23.478,10.435,18.261,21.739,0.0,2.941,36.986,61.0,0.177,12.61,6.79,1.831,24.209,38.05,-11.41,0.185,0.152,0.068,0.097
12318,-110.003,37.617,2024,NT,4.5,sc29,21.739,0.0,23.478,10.435,18.261,21.739,0.0,2.298,36.198,68.0,0.121,10.7,3.56,2.212,24.52,36.86,-11.04,0.154,0.158,0.068,0.088
12319,-110.003,37.617,2024,NT,4.5,sc30,21.739,0.0,23.478,10.435,18.261,21.739,0.0,4.528,33.835,73.0,1.036,16.5,14.26,0.839,22.262,34.88,-11.39,0.184,0.162,0.078,0.12
12320,-110.003,37.617,2024,NT,4.5,sc31,21.739,0.0,23.478,10.435,18.261,21.739,0.0,1.238,38.976,55.0,0.244,4.85,1.57,4.035,24.073,40.05,-7.38,0.177,0.166,0.068,0.071
12321,-110.003,37.617,2024,NT,4.5,sc32,21.739,0.0,23.478,10.435,18.261,21.739,0.0,3.911,35.991,75.0,0.211,9.56,7.27,1.066,24.605,36.87,-14.21,0.184,0.155,0.068,0.113
12322,-110.003,37.617,2024,NT,4.5,sc33,21.739,0.0,23.478,10.435,18.261,21.739,0.0,5.232,35.408,77.0,2.809,8.23,19.12,0.653,23.108,36.56,-14.6,0.16,0.157,0.097,0.158
12323,-110.003,37.617,2024,NT,4.5,sc34,21.739,0.0,23.478,10.435,18.261,21.739,0.0,2.914,36.141,72.0,0.688,9.37,8.64,-0.324,24.501,37.14,-24.12,0.167,0.154,0.074,0.124
12324,-110.003,37.617,2024,NT,8.5,sc44,21.739,0.0,23.478,10.435,18.261,21.739,0.0,3.381,36.722,70.0,0.314,5.96,8.45,0.527,25.69,37.17,-15.69,0.16,0.154,0.07,0.134
12325,-110.003,37.617,2024,NT,8.5,sc45,21.739,0.0,23.478,10.435,18.261,21.739,0.0,1.888,37.83,69.0,0.03,5.31,3.19,2.01,25.901,38.69,-12.99,0.141,0.127,0.066,0.128
12326,-110.003,37.617,2024,NT,8.5,sc46,21.739,0.0,23.478,10.435,18.261,21.739,0.0,2.119,37.099,80.0,0.038,2.95,2.26,1.895,24.87,37.71,-7.02,0.166,0.136,0.066,0.086
12327,-110.003,37.617,2024,NT,8.5,sc47,21.739,0.0,23.478,10.435,18.261,21.739,0.0,3.394,37.46,60.0,0.162,3.23,5.72,3.464,25.312,38.75,-7.18,0.135,0.144,0.068,0.095
12328,-110.003,37.617,2024,NT,8.5,sc43,21.739,0.0,23.478,10.435,18.261,21.739,0.0,2.882,36.559,80.0,0.148,5.94,4.16,1.214,24.144,37.97,-16.13,0.176,0.159,0.068,0.131
12329,-110.003,37.617,2024,NT,8.5,sc48,21.739,0.0,23.478,10.435,18.261,21.739,0.0,1.594,36.444,80.0,0.014,2.57,2.4,1.002,24.145,37.85,-11.03,0.118,0.104,0.066,0.074
12330,-110.003,37.617,2024,NT,8.5,sc42,21.739,0.0,23.478,10.435,18.261,21.739,0.0,3.271,37.712,81.0,0.717,9.87,9.57,-0.216,24.809,39.36,-14.38,0.17,0.158,0.074,0.082
12331,-110.003,37.617,2024,NT,4.5,sc41,21.739,0.0,23.478,10.435,18.261,21.739,0.0,2.758,37.431,80.0,0.016,3.73,4.24,1.121,25.249,38.57,-9.82,0.104,0.094,0.066,0.077
12332,-110.003,37.617,2024,NT,4.5,sc35,21.739,0.0,23.478,10.435,18.261,21.739,0.0,2.5,36.357,70.0,0.973,2.92,8.75,3.029,24.363,37.37,-8.98,0.182,0.158,0.077,0.115
12333,-110.003,37.617,2024,NT,4.5,sc36,21.739,0.0,23.478,10.435,18.261,21.739,0.0,5.775,36.264,67.0,1.919,2.98,17.11,2.065,23.028,37.79,-15.24,0.182,0.163,0.088,0.128
12334,-110.003,37.617,2024,NT,4.5,sc37,21.739,0.0,23.478,10.435,18.261,21.739,0.0,3.132,39.138,62.0,0.78,2.42,9.73,3.399,26.332,41.38,-8.49,0.169,0.164,0.075,0.131
12335,-110.003,37.617,2024,NT,4.5,sc38,21.739,0.0,23.478,10.435,18.261,21.739,0.0,3.705,37.835,60.0,0.939,7.28,6.01,2.692,24.193,39.32,-10.09,0.16,0.172,0.077,0.096
12336,-110.003,37.617,2024,NT,4.5,sc39,21.739,0.0,23.478,10.435,18.261,21.739,0.0,1.653,38.065,74.0,0.082,4.55,3.88,1.432,25.355,38.78,-12.73,0.117,0.115,0.067,0.082
12337,-110.003,37.617,2024,NT,4.5,sc40,21.739,0.0,23.478,10.435,18.261,21.739,0.0,2.762,36.039,88.0,0.31,7.0,6.53,-2.435,24.504,37.19,-16.57,0.095,0.124,0.07,0.088
12338,-110.003,37.622,1980,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,1.59,36.11,74.0,0.023,14.21,2.57,0.969,23.066,36.95,-12.35,0.126,0.139,0.066,0.072
12339,-110.003,37.622,1981,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,5.267,35.96,74.0,0.031,2.37,9.69,3.393,23.109,37.45,-9.35,0.07,0.079,0.066,0.107
12340,-110.003,37.622,1982,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.556,34.88,82.0,0.239,4.12,9.99,0.004,21.926,36.55,-16.65,0.116,0.089,0.069,0.086
12341,-110.003,37.622,1983,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,5.377,33.43,84.0,0.125,7.24,10.71,0.467,21.087,34.35,-14.95,0.118,0.141,0.068,0.088
12342,-110.003,37.622,1984,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,5.348,33.69,91.0,0.054,5.07,9.48,-1.081,21.714,35.05,-18.25,0.126,0.095,0.067,0.085
12343,-110.003,37.622,1985,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.017,36.12,87.0,0.111,8.04,4.65,-0.971,23.207,37.35,-18.25,0.124,0.123,0.067,0.126
12344,-110.003,37.622,1986,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.681,33.95,73.0,0.129,2.3,10.35,2.282,22.239,34.85,-11.55,0.15,0.112,0.068,0.114
12345,-110.003,37.622,1987,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.556,32.97,85.0,0.354,6.21,11.49,-0.414,21.801,34.05,-13.85,0.141,0.111,0.071,0.098
12346,-110.003,37.622,1988,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.671,34.4,85.0,0.038,5.56,8.56,-1.235,23.015,35.45,-15.95,0.137,0.107,0.066,0.071
12347,-110.003,37.622,1989,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.318,36.35,86.0,0.105,5.35,6.86,-1.882,22.327,37.95,-19.65,0.07,0.069,0.067,0.065
12348,-110.003,37.622,1990,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.017,35.93,82.0,0.01,3.59,5.31,-0.086,23.051,37.15,-14.35,0.066,0.067,0.066,0.09
12349,-110.003,37.622,1991,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.056,33.35,84.0,0.018,5.16,6.56,-2.077,22.115,34.45,-24.55,0.095,0.086,0.066,0.087
12350,-110.003,37.622,1992,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.737,33.19,85.0,0.021,6.45,6.03,-1.279,21.509,34.15,-14.15,0.12,0.107,0.066,0.077
12351,-110.003,37.622,1993,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.558,33.51,83.0,0.11,13.61,6.03,-1.317,21.11,34.55,-13.85,0.121,0.135,0.067,0.086
12352,-110.003,37.622,1994,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.08,36.17,84.0,0.0,3.29,2.63,-0.448,24.358,37.15,-14.25,0.086,0.073,0.065,0.077
12353,-110.003,37.622,1995,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.296,35.18,67.0,0.02,7.39,6.94,1.735,21.885,37.05,-10.55,0.112,0.129,0.066,0.066
12354,-110.003,37.622,1996,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.33,35.17,66.0,0.001,3.06,4.96,1.532,23.984,35.85,-12.35,0.068,0.066,0.066,0.098
12355,-110.003,37.622,1997,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.813,33.26,70.0,0.317,8.51,9.13,0.712,21.87,35.15,-13.75,0.147,0.129,0.07,0.086
12356,-110.003,37.622,1998,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.098,35.48,84.0,0.075,5.4,5.71,0.038,22.305,36.95,-11.65,0.098,0.08,0.067,0.098
12357,-110.003,37.622,1999,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,6.448,32.86,71.0,0.374,2.85,15.09,1.846,21.444,34.05,-14.95,0.126,0.099,0.072,0.066
12358,-110.003,37.622,2000,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.079,35.68,64.0,0.001,5.55,4.91,1.359,23.707,36.55,-12.45,0.077,0.08,0.065,0.093
12359,-110.003,37.622,2001,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.131,35.01,79.0,0.122,6.34,8.57,0.284,22.908,35.75,-12.85,0.118,0.111,0.067,0.066
12360,-110.003,37.622,2002,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.262,35.99,86.0,0.0,2.32,3.02,-0.886,23.997,37.05,-14.35,0.074,0.065,0.065,0.101
12361,-110.003,37.622,2003,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.268,36.62,73.0,0.038,6.15,5.79,1.331,24.036,37.85,-12.15,0.094,0.101,0.066,0.103
12362,-110.003,37.622,2004,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,1.989,33.96,81.0,0.0,6.41,2.62,-0.882,22.476,34.95,-15.05,0.111,0.095,0.065,0.116
12363,-110.003,37.622,2005,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.919,37.07,66.0,0.134,13.26,8.42,1.339,22.049,38.05,-14.25,0.176,0.135,0.068,0.075
12364,-110.003,37.622,2006,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.23,35.47,83.0,0.034,1.92,7.33,0.674,23.679,36.75,-14.85,0.07,0.085,0.066,0.132
12365,-110.003,37.622,2007,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.852,35.51,81.0,0.062,3.36,7.72,-0.297,23.738,36.05,-16.35,0.137,0.098,0.067,0.075
12366,-110.003,37.622,2008,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.43,33.94,79.0,0.061,13.91,7.08,-2.33,22.058,34.95,-18.65,0.129,0.128,0.067,0.068
12367,-110.003,37.622,2009,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,1.98,34.68,75.0,0.003,6.38,2.67,0.108,22.193,36.05,-17.15,0.103,0.084,0.065,0.067
12368,-110.003,37.622,2010,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.503,35.44,86.0,0.449,12.92,10.77,-2.438,22.403,37.55,-17.35,0.075,0.127,0.072,0.074
12369,-110.003,37.622,2011,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.901,34.6,76.0,0.004,5.85,5.72,-0.793,22.781,35.65,-22.85,0.09,0.075,0.066,0.073
12370,-110.003,37.622,2012,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.045,34.93,87.0,0.144,5.75,6.95,0.054,23.754,35.55,-14.75,0.086,0.075,0.068,0.069
12371,-110.003,37.622,2013,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.078,35.98,81.0,0.195,7.9,8.15,-1.218,22.728,38.35,-19.45,0.1,0.094,0.068,0.148
12372,-110.003,37.622,2014,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.661,34.25,70.0,0.088,3.99,7.12,0.639,21.817,35.65,-17.75,0.157,0.109,0.067,0.083
12373,-110.003,37.622,2015,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,5.334,34.77,58.0,0.28,7.48,13.2,1.804,22.05,36.15,-15.05,0.087,0.086,0.07,0.1
12374,-110.003,37.622,2016,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.657,35.8,75.0,0.117,7.13,7.39,-1.163,23.43,37.65,-16.75,0.124,0.108,0.067,0.068
12375,-110.003,37.622,2017,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.119,35.83,60.0,0.047,9.7,6.41,1.061,23.94,37.25,-14.65,0.108,0.097,0.066,0.066
12376,-110.003,37.622,2018,Hist,historical,sc1,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.097,34.75,69.0,0.01,2.74,4.36,2.124,24.311,35.55,-12.35,0.067,0.066,0.066,0.116
12377,-110.003,37.622,2021,NT,4.5,sc41,0.0,0.0,87.5,3.125,5.208,0.0,0.0,5.208,35.84,75.0,0.219,9.13,10.65,0.446,23.796,37.43,-13.65,0.159,0.121,0.069,0.072
12378,-110.003,37.622,2021,NT,4.5,sc40,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.85,34.584,84.0,0.178,4.45,10.83,-1.323,23.119,35.59,-16.32,0.159,0.12,0.069,0.094
12379,-110.003,37.622,2021,NT,4.5,sc39,0.0,0.0,87.5,3.125,5.208,0.0,0.0,0.467,37.475,74.0,0.0,8.06,0.46,1.186,24.087,38.3,-8.48,0.155,0.128,0.065,0.071
12380,-110.003,37.622,2021,NT,4.5,sc38,0.0,0.0,87.5,3.125,5.208,0.0,0.0,5.197,39.71,65.0,0.709,7.59,15.41,1.622,23.929,40.72,-10.95,0.104,0.101,0.076,0.129
12381,-110.003,37.622,2021,NT,4.5,sc37,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.287,35.61,67.0,0.017,8.62,7.9,1.64,22.216,37.48,-12.17,0.169,0.125,0.066,0.076
12382,-110.003,37.622,2021,NT,4.5,sc36,0.0,0.0,87.5,3.125,5.208,0.0,0.0,5.224,35.134,82.0,0.002,4.19,8.42,0.268,23.551,36.26,-12.24,0.076,0.067,0.066,0.07
12383,-110.003,37.622,2021,NT,4.5,sc35,0.0,0.0,87.5,3.125,5.208,0.0,0.0,5.224,35.799,65.0,0.07,4.62,10.53,1.26,23.236,36.35,-19.93,0.161,0.116,0.067,0.125
12384,-110.003,37.622,2021,NT,4.5,sc34,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.411,35.843,87.0,0.001,1.03,4.05,1.581,24.288,36.61,-13.96,0.091,0.077,0.065,0.097
12385,-110.003,37.622,2021,NT,4.5,sc33,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.716,35.76,79.0,0.018,1.73,4.85,0.51,23.306,36.8,-16.71,0.068,0.066,0.066,0.088
12386,-110.003,37.622,2021,NT,4.5,sc32,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.828,36.623,74.0,0.0,4.18,4.03,0.72,24.783,38.48,-20.29,0.12,0.086,0.065,0.099
12387,-110.003,37.622,2021,NT,4.5,sc31,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.575,34.99,45.0,0.027,11.97,6.33,4.022,24.149,35.24,-7.69,0.172,0.147,0.066,0.136
12388,-110.003,37.622,2021,NT,4.5,sc30,0.0,0.0,87.5,3.125,5.208,0.0,0.0,5.231,33.238,74.0,0.119,6.65,11.09,0.906,21.303,34.25,-13.66,0.119,0.106,0.068,0.067
12389,-110.003,37.622,2021,NT,4.5,sc29,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.422,34.066,71.0,0.197,6.77,11.41,1.306,23.003,34.67,-16.65,0.085,0.082,0.069,0.069
12390,-110.003,37.622,2021,NT,4.5,sc28,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.219,35.946,71.0,0.001,7.6,3.43,1.228,23.307,36.61,-10.96,0.12,0.108,0.065,0.077
12391,-110.003,37.622,2021,NT,4.5,sc27,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.368,35.611,81.0,0.056,9.33,4.85,-1.833,24.438,36.12,-23.58,0.08,0.099,0.066,0.081
12392,-110.003,37.622,2021,NT,4.5,sc26,0.0,0.0,87.5,3.125,5.208,0.0,0.0,1.161,37.04,81.0,0.0,7.52,1.43,0.904,25.682,37.82,-14.52,0.116,0.117,0.065,0.068
12393,-110.003,37.622,2021,NT,4.5,sc25,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.122,36.529,84.0,0.009,11.34,5.43,0.239,24.458,38.02,-14.29,0.149,0.125,0.066,0.066
12394,-110.003,37.622,2021,NT,8.5,sc42,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.478,35.824,79.0,0.004,8.63,4.39,0.838,23.731,37.11,-16.47,0.147,0.13,0.066,0.08
12395,-110.003,37.622,2021,NT,8.5,sc43,0.0,0.0,87.5,3.125,5.208,0.0,0.0,1.372,37.437,78.0,0.0,11.5,1.53,0.108,23.596,38.09,-17.79,0.127,0.132,0.065,0.081
12396,-110.003,37.622,2021,NT,8.5,sc44,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.62,36.823,58.0,0.273,10.71,12.11,3.492,24.343,38.1,-9.72,0.145,0.13,0.07,0.093
12397,-110.003,37.622,2021,NT,8.5,sc45,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.835,37.302,78.0,0.144,10.4,6.95,0.699,25.057,38.79,-12.82,0.13,0.128,0.067,0.114
12398,-110.003,37.622,2021,NT,8.5,sc61,0.0,0.0,87.5,3.125,5.208,0.0,0.0,1.033,36.828,49.0,0.012,13.12,1.81,3.225,24.446,37.98,-15.54,0.142,0.14,0.065,0.09
12399,-110.003,37.622,2021,NT,8.5,sc60,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.224,35.889,89.0,0.085,3.27,7.2,-2.059,23.341,36.93,-16.7,0.067,0.077,0.067,0.098
12400,-110.003,37.622,2021,NT,8.5,sc59,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.501,35.95,52.0,0.113,3.87,7.72,4.022,24.512,37.16,-7.88,0.131,0.091,0.067,0.166
12401,-110.003,37.622,2021,NT,8.5,sc58,0.0,0.0,87.5,3.125,5.208,0.0,0.0,5.09,40.314,59.0,0.227,3.39,13.26,1.646,25.739,45.95,-21.91,0.073,0.067,0.069,0.069
12402,-110.003,37.622,2021,NT,8.5,sc57,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.675,36.619,47.0,0.086,9.02,5.87,4.739,24.216,39.41,-7.7,0.1,0.128,0.067,0.072
12403,-110.003,37.622,2021,NT,8.5,sc56,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.647,34.575,80.0,0.404,9.93,11.17,0.837,22.88,35.58,-13.08,0.155,0.131,0.072,0.077
12404,-110.003,37.622,2021,NT,8.5,sc55,0.0,0.0,87.5,3.125,5.208,0.0,0.0,6.398,35.176,73.0,0.403,8.1,13.61,1.774,21.972,36.65,-12.49,0.168,0.133,0.072,0.081
12405,-110.003,37.622,2021,NT,8.5,sc53,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.08,35.894,85.0,0.015,1.88,4.8,0.54,23.839,37.44,-13.72,0.066,0.066,0.066,0.096
12406,-110.003,37.622,2021,NT,8.5,sc52,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.413,34.563,87.0,0.443,17.27,10.32,-4.181,23.287,35.91,-18.21,0.169,0.141,0.072,0.078
12407,-110.003,37.622,2021,NT,8.5,sc51,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.658,34.845,77.0,0.427,3.47,12.3,-0.057,23.995,35.83,-15.31,0.137,0.093,0.072,0.135
12408,-110.003,37.622,2021,NT,8.5,sc50,0.0,0.0,87.5,3.125,5.208,0.0,0.0,5.275,32.592,83.0,0.194,11.24,13.21,-1.761,22.208,33.23,-20.66,0.166,0.131,0.069,0.084
12409,-110.003,37.622,2021,NT,8.5,sc49,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.661,36.745,70.0,0.0,11.62,4.28,0.894,24.069,38.56,-23.0,0.174,0.119,0.066,0.069
12410,-110.003,37.622,2021,NT,8.5,sc48,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.052,35.879,64.0,0.09,16.62,7.41,0.918,23.44,37.07,-11.74,0.174,0.13,0.067,0.076
12411,-110.003,37.622,2021,NT,8.5,sc47,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.569,35.868,75.0,0.005,13.14,4.57,-0.53,24.926,36.97,-21.97,0.113,0.128,0.066,0.097
12412,-110.003,37.622,2021,NT,8.5,sc46,0.0,0.0,87.5,3.125,5.208,0.0,0.0,1.725,35.78,81.0,0.134,6.71,3.94,2.277,23.458,36.62,-10.4,0.104,0.085,0.067,0.07
12413,-110.003,37.622,2021,NT,8.5,sc54,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.202,36.759,82.0,0.002,10.58,3.16,-0.781,25.166,37.16,-15.03,0.093,0.13,0.065,0.066
12414,-110.003,37.622,2021,NT,4.5,sc24,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.757,37.201,87.0,0.03,5.75,5.4,-0.343,25.34,37.54,-16.12,0.088,0.093,0.066,0.087
12415,-110.003,37.622,2021,NT,4.5,sc23,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.495,36.3,71.0,0.0,6.94,3.35,1.353,23.906,37.7,-18.77,0.152,0.131,0.065,0.105
12416,-110.003,37.622,2021,NT,4.5,sc22,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.291,36.099,73.0,0.117,6.27,6.6,1.601,24.291,36.72,-12.66,0.12,0.095,0.067,0.071
12417,-110.003,37.622,2022,NT,8.5,sc53,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.493,35.82,80.0,0.0,2.48,3.49,0.693,23.534,36.48,-10.98,0.094,0.073,0.065,0.122
12418,-110.003,37.622,2022,NT,8.5,sc52,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.367,37.688,61.0,0.005,3.53,3.42,4.065,24.638,39.34,-8.24,0.093,0.078,0.065,0.066
12419,-110.003,37.622,2022,NT,8.5,sc51,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.844,38.182,64.0,0.296,6.95,7.85,0.834,25.125,38.83,-17.54,0.141,0.134,0.07,0.15
12420,-110.003,37.622,2022,NT,8.5,sc50,0.0,0.0,87.5,3.125,5.208,0.0,0.0,5.706,32.549,75.0,0.155,7.5,12.78,0.348,20.849,33.66,-12.72,0.108,0.119,0.068,0.081
12421,-110.003,37.622,2022,NT,8.5,sc49,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.212,36.453,61.0,0.0,4.97,2.82,2.741,24.341,37.49,-9.55,0.091,0.101,0.065,0.083
12422,-110.003,37.622,2022,NT,8.5,sc48,0.0,0.0,87.5,3.125,5.208,0.0,0.0,4.426,38.354,83.0,0.155,2.18,9.71,1.273,25.915,39.92,-12.97,0.107,0.075,0.068,0.067
12423,-110.003,37.622,2022,NT,8.5,sc47,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.073,37.114,72.0,0.175,15.26,5.57,0.421,23.394,39.47,-12.03,0.148,0.123,0.068,0.07
12424,-110.003,37.622,2022,NT,8.5,sc46,0.0,0.0,87.5,3.125,5.208,0.0,0.0,1.507,38.88,76.0,0.0,4.79,2.0,3.083,26.161,39.59,-7.64,0.078,0.068,0.065,0.07
12425,-110.003,37.622,2022,NT,8.5,sc45,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.911,38.126,63.0,0.046,2.23,6.94,2.694,25.254,39.45,-8.4,0.14,0.117,0.066,0.078
12426,-110.003,37.622,2022,NT,8.5,sc44,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.848,36.87,62.0,0.15,6.3,7.39,2.392,24.487,38.33,-15.21,0.12,0.098,0.068,0.072
12427,-110.003,37.622,2022,NT,8.5,sc43,0.0,0.0,87.5,3.125,5.208,0.0,0.0,5.236,36.687,58.0,0.138,8.07,11.02,2.359,23.633,37.46,-8.03,0.112,0.128,0.068,0.092
12428,-110.003,37.622,2022,NT,8.5,sc42,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.937,36.506,72.0,0.002,11.29,4.65,0.961,23.75,37.89,-12.85,0.131,0.136,0.066,0.078
12429,-110.003,37.622,2022,NT,4.5,sc41,0.0,0.0,87.5,3.125,5.208,0.0,0.0,2.219,37.69,79.0,0.002,6.09,3.5,-0.943,25.658,39.1,-26.09,0.083,0.073,0.065,0.066
12430,-110.003,37.622,2022,NT,4.5,sc40,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.635,38.082,81.0,0.0,7.04,5.17,0.121,25.781,38.95,-12.16,0.156,0.133,0.066,0.084
12431,-110.003,37.622,2022,NT,4.5,sc39,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.355,36.576,68.0,0.036,3.7,6.01,2.43,25.309,37.66,-12.65,0.074,0.07,0.066,0.066
12432,-110.003,37.622,2022,NT,8.5,sc54,0.0,0.0,87.5,3.125,5.208,0.0,0.0,3.784,36.614,72.0,0.376,10.74,8.66,2.407,25.034,37.32,-9.81,0.129,0.12,0.071,0.067
